seed,draw,parameter,rank_frac,truth,sample_mean,sample_sd
0,13,xi_reb,0.03,1.0632787942886353,1.0709071159362793,0.00445966050028801
0,13,z_A0_eff,0.76,0.7089877724647522,0.7045249342918396,0.007407051511108875
0,14,alpha,0.545,1.0373051166534424,1.0372132062911987,0.002871815115213394
0,14,beta_r,0.77,1.1454323530197144,1.1328288316726685,0.01643698662519455
0,14,eta_col,0.32,0.8951960802078247,0.8963555693626404,0.002921480219811201
0,14,xi_reb,0.255,0.601179838180542,0.6027535200119019,0.0023058168590068817
0,14,z_A0_eff,0.045,0.8144038319587708,0.8173994421958923,0.0018714598845690489
0,15,alpha,0.24,0.48033618927001953,0.4869753122329712,0.010373391211032867
0,15,beta_r,0.3,0.48854565620422363,0.49736660718917847,0.018617011606693268
0,15,eta_col,0.8,0.9242940545082092,0.9094815254211426,0.017169253900647163
0,15,xi_reb,0.12,0.8565549254417419,0.8611881732940674,0.003746532602235675
0,15,z_A0_eff,0.25,0.8226703405380249,0.8312383890151978,0.011966078542172909
0,16,alpha,0.585,1.028302550315857,1.0276176929473877,0.005506917368620634
0,16,beta_r,0.68,1.1500284671783447,1.1424975395202637,0.015773335471749306
0,16,eta_col,0.83,0.8640550374984741,0.8612844347953796,0.0032495560590177774
0,16,xi_reb,0.55,0.8390694260597229,0.8392713069915771,0.002775107277557254
0,16,z_A0_eff,0.92,0.9481809139251709,0.9448968768119812,0.0021701755467802286
0,17,alpha,0.02,1.1241999864578247,1.1440118551254272,0.0101862084120512
0,17,beta_r,0.215,0.7561745047569275,0.7642896771430969,0.01051010936498642
0,17,eta_col,0.77,0.6867108941078186,0.6835153102874756,0.004804749041795731
0,17,xi_reb,0.36,0.8275312185287476,0.8283821940422058,0.002639302285388112
0,17,z_A0_eff,0.025,0.8071972131729126,0.8208397626876831,0.00662633590400219
0,18,alpha,0.075,0.4829145669937134,0.4945084750652313,0.008000562898814678
0,18,beta_r,0.345,0.7996320724487305,0.808022677898407,0.025401506572961807
0,18,eta_col,0.765,0.9527183771133423,0.9427505731582642,0.013505667448043823
0,18,xi_reb,0.05,0.6299008131027222,0.6346956491470337,0.002888074843212962
0,18,z_A0_eff,0.06,0.7367551326751709,0.7502050995826721,0.008774529211223125
0,19,alpha,0.11,1.055747389793396,1.0648690462112427,0.007866310887038708
0,19,beta_r,0.205,1.0013819932937622,1.014573335647583,0.016417121514678
0,19,eta_col,0.345,0.704978346824646,0.7065579295158386,0.004217350855469704
0,19,xi_reb,0.785,0.5136333107948303,0.5122072696685791,0.0017783502116799355
0,19,z_A0_eff,0.1,0.795634388923645,0.8021231293678284,0.005195111036300659
0,20,alpha,0.005,0.602769136428833,0.6171203851699829,0.00587667478248477
0,20,beta_r,0.07,1.0662239789962769,1.1084494590759277,0.02804340422153473
0,20,eta_col,0.22,0.5615596175193787,0.5640988349914551,0.0033910120837390423
0,20,xi_reb,0.445,1.140663743019104,1.1413254737854004,0.003963732626289129
0,20,z_A0_eff,0.005,0.7922631502151489,0.8054887652397156,0.005540050100535154
0,21,alpha,0.115,0.9753545522689819,0.9783244132995605,0.003371644765138626
0,21,beta_r,0.29,0.6734708547592163,0.6763452291488647,0.0065138693898916245
0,21,eta_col,0.735,0.7993841171264648,0.797332763671875,0.0034635253250598907
0,21,xi_reb,0.195,0.8630902767181396,0.8655314445495605,0.0029477665666490793
0,21,z_A0_eff,0.15,0.8023146390914917,0.8045746088027954,0.0022974538151174784
0,22,alpha,0.7,0.8457386493682861,0.8444029092788696,0.002606044989079237
0,22,beta_r,0.325,0.80809485912323,0.8112642168998718,0.007798673119395971
0,22,eta_col,0.575,0.8655246496200562,0.8648176789283752,0.004536670166999102
0,22,xi_reb,0.355,1.1803330183029175,1.1820595264434814,0.005533697083592415
0,22,z_A0_eff,0.54,0.8178579807281494,0.8176751136779785,0.0023674461990594864
0,23,alpha,0.995,1.192360281944275,1.1792268753051758,0.005786126013845205
0,23,beta_r,0.665,0.8777749538421631,0.8738383650779724,0.010577676817774773
0,23,eta_col,0.075,0.5432580709457397,0.5487270951271057,0.003719157772138715
0,23,xi_reb,0.61,0.867707371711731,0.8671412467956543,0.0025529377162456512
0,23,z_A0_eff,0.97,0.9445160627365112,0.9351119995117188,0.00532234413549304
0,24,alpha,0.205,1.145095705986023,1.1479887962341309,0.0037887562066316605
0,24,beta_r,0.795,0.5652204155921936,0.5608086585998535,0.005456802435219288
0,24,eta_col,0.545,0.8332523703575134,0.8327615857124329,0.0024648932740092278
0,24,xi_reb,0.165,0.8328732848167419,0.835371732711792,0.002567652380093932
0,24,z_A0_eff,0.12,0.783968448638916,0.7859339714050293,0.0017490555765107274
0,25,alpha,0.19,1.0040006637573242,1.0067156553268433,0.0030240267515182495
0,25,beta_r,0.125,1.0929181575775146,1.1098898649215698,0.017040206119418144
0,25,eta_col,0.205,0.8643999099731445,0.8677330017089844,0.004022028762847185
0,25,xi_reb,0.55,0.41066694259643555,0.4104212820529938,0.0019696385134011507
0,25,z_A0_eff,0.34,0.9372872710227966,0.9381294846534729,0.0023501026444137096
0,26,alpha,0.56,0.8069009780883789,0.8055400848388672,0.009205562062561512
0,26,beta_r,0.68,0.9600703716278076,0.9529645442962646,0.020457472652196884
0,26,eta_col,0.73,0.5615899562835693,0.5591613054275513,0.003649209626019001
0,26,xi_reb,0.14,0.5203021764755249,0.5222314596176147,0.0018643793882802129
0,26,z_A0_eff,0.33,0.7441658973693848,0.7464743256568909,0.008001165464520454
0,27,alpha,0.88,1.0767537355422974,1.0722955465316772,0.0038370222318917513
0,27,beta_r,0.89,0.44502902030944824,0.4406099021434784,0.0036086589097976685
0,27,eta_col,0.7,0.8425829410552979,0.8412314057350159,0.002969204680994153
0,27,xi_reb,0.1,0.5493372082710266,0.5520179271697998,0.0021207367535680532
0,27,z_A0_eff,0.67,0.7337992191314697,0.7329659461975098,0.0020664152689278126
0,28,alpha,0.535,0.8403050303459167,0.8399088978767395,0.006701558828353882
