idx,name,finite_frac,median,iqr,min,max,outlier_frac_gt_10iqr,outlier_count_gt_10iqr,abs_skew,kurtosis
18,T_reb_mean,1.0,5.9387898445129395,0.038184165954589844,5.9204254150390625,6.019332408905029,0.0,0,0.8345256447792053,-0.2892306447029114
65,corr_Rn_Vn,1.0,-0.0015623252838850021,0.12041038274765015,-0.2908640205860138,0.284780889749527,0.0,0,0.02742939256131649,-0.29323628544807434
57,reb_per_boilup,1.0,1.0194427967071533,0.34538042545318604,0.613885223865509,1.867179036140442,0.0,0,0.5079538822174072,-0.39019495248794556
13,Q_j_std,1.0,14.293725967407227,1.506678581237793,9.64132022857666,16.03852653503418,0.0,0,1.0980345010757446,-0.47907060384750366
16,Q_j_max,1.0,16.194076538085938,0.5283031463623047,15.366040229797363,17.224285125732422,0.0,0,0.369096577167511,-0.630424439907074
27,Q_reb_min,1.0,16.240646362304688,0.5202541351318359,15.574228286743164,17.292970657348633,0.0,0,0.303348183631897,-0.6974284052848816
29,Q_reb_q_mean,1.0,16.249340057373047,0.5192661285400391,15.582030296325684,17.316553115844727,0.0,0,0.3039344847202301,-0.6974511742591858
24,Q_reb_mean,1.0,16.249250411987305,0.5195198059082031,15.582624435424805,17.306556701660156,0.0,0,0.3039298355579376,-0.6981042623519897
28,Q_reb_max,1.0,16.257415771484375,0.5188655853271484,15.588510513305664,17.323055267333984,0.0,0,0.3045479357242584,-0.6983200311660767
35,F_R_norm_q_mean,1.0,0.7009512782096863,0.03854727745056152,0.6509178876876831,0.7592353820800781,0.0,0,0.06125011295080185,-0.9632739424705505
34,F_R_norm_max,1.0,0.7048958539962769,0.03872370719909668,0.654003381729126,0.7631263732910156,0.0,0,0.0608808770775795,-0.963344156742096
33,F_R_norm_min,1.0,0.6970285177230835,0.03832650184631348,0.6472349166870117,0.751429557800293,0.0,0,0.058386363089084625,-0.9649876356124878
30,F_R_norm_mean,1.0,0.7010154128074646,0.03848910331726074,0.6506687998771667,0.7553061842918396,0.0,0,0.05905934423208237,-0.9659504890441895
55,recycle_ratio,1.0,0.7010154128074646,0.03848910331726074,0.6506687998771667,0.7553061842918396,0.0,0,0.05905934423208237,-0.9659504890441895
14,Q_j_slope,1.0,11.408927917480469,20.456771850585938,-15.839183807373047,15.25677490234375,0.0,0,0.9024775624275208,-0.9701509475708008
56,col_recovery,1.0,0.4028441309928894,0.012778997421264648,0.3851350247859955,0.41984835267066956,0.0,0,0.034293219447135925,-0.9713388085365295
58,recycle_excess,1.0,0.015675067901611328,0.07587164640426636,-0.07989900559186935,0.12067943811416626,0.0,0,0.06772395968437195,-0.9988204836845398
26,Q_reb_slope,1.0,-8.347615242004395,16.652761459350586,-12.892643928527832,14.5951509475708,0.0,0,0.8194490671157837,-1.1976534128189087
